test_season,model,sigma,residual_skew,residual_kurtosis
2024,hgb_reg,13.362782222482155,0.06883560876805,0.3151488429599971
2024,lin_reg,13.200854101797022,0.050353207490971795,0.3496878128505716
2025,hgb_reg,13.354119445658167,0.08010041041250011,0.3133209837458857
2025,lin_reg,13.21105425224273,0.06909191895870424,0.3252883463258427
